Time in ms;Wheel1_cw_count;Wheel1_ccw_count;Wheel2_cw_count;Wheel2_ccw_count
4670997;26;18;862;94
4676512;26;18;862;94
4682027;26;18;862;94
4687542;26;18;862;94
4693060;26;18;862;94
4698575;26;18;862;94
4704090;26;18;862;94
4709605;26;18;862;94
4715120;26;18;862;94
4720635;26;18;862;94
4726150;26;18;862;94
4731665;26;18;862;94
4737180;26;18;862;94
4742695;26;18;862;94
4748210;26;18;862;94
4753725;26;18;862;94
4759240;26;18;862;94
4764755;26;18;862;94
4770270;26;18;862;94
4775785;26;18;862;94
4781300;26;18;862;94
4786815;26;18;862;94
4792330;26;18;862;94
4797845;26;18;862;94
4803360;26;18;862;94
4808875;26;18;862;94
4814390;26;18;862;94
4819905;26;18;862;94
4825423;26;18;862;94
4830938;26;18;862;94
4836453;26;18;862;94
4841968;26;18;862;94
4847483;26;18;862;94
4852998;26;18;862;94
4858513;26;18;862;94
4864028;26;18;862;94
4869543;26;18;862;94
4875058;26;18;862;94
4880573;26;18;862;94
4886088;26;18;862;94
4891603;26;18;862;94
4897118;26;18;862;94
4902633;26;18;862;94
4908148;26;18;862;94
4913663;26;18;862;94
4919178;26;18;862;94
4924693;26;18;862;94
4930208;26;18;862;94
4935723;26;18;862;94
4941238;26;18;862;94
4946753;26;18;862;94
4952268;26;18;862;94
4957783;26;18;862;94
4963301;26;18;862;94
4968816;26;18;862;94
4974331;26;18;862;94
4979846;26;18;862;94
4985361;26;18;862;94
4990876;26;18;862;94
4996391;26;18;862;94
5001906;26;18;862;94
5007421;26;18;862;94
5012936;26;18;862;94
5018451;26;18;862;94
5023966;26;18;862;94
5029481;26;18;862;94
5034996;26;18;862;94
5040511;26;18;862;94
5046026;26;18;862;94
5051541;26;18;862;94
5057056;26;18;862;94
5062571;26;18;862;94
5068086;26;18;862;94
5073601;26;18;862;94
5079116;26;18;862;94
5084631;26;18;862;94
5090146;26;18;862;94
5095664;26;18;862;94
5101179;26;18;862;94
5106694;26;18;862;94
5112209;26;18;862;94
5117724;26;18;862;94
5123239;26;18;862;94
5128754;26;18;862;94
5134269;26;18;862;94
5139784;26;18;862;94
5145299;26;18;862;94
5150814;26;18;862;94
5156329;26;18;862;94
5161844;26;18;862;94
5167359;26;18;862;94
5172874;26;18;862;94
5178389;26;18;862;94
5183904;26;18;862;94
5189419;26;18;862;94
5194934;26;18;862;94
5200449;26;18;862;94
5205964;26;18;862;94
5211479;26;18;862;94
5216994;26;18;862;94
5222509;26;18;862;94
5228027;26;18;862;94
5233542;26;18;862;94
5239057;26;18;862;94
5244572;26;18;862;94
5250087;26;18;862;94
5255602;26;18;862;94
5261117;26;18;862;94
5266632;26;18;862;94
5272147;26;18;862;94
5277662;26;18;862;94
5283177;26;18;862;94
5288692;26;18;862;94
5294207;26;18;862;94
5299722;26;18;862;94
5305237;26;18;862;94
5310752;26;18;862;94
5316267;26;18;862;94
5321782;26;18;862;94
5327297;26;18;862;94
5332812;26;18;862;94
5338327;26;18;862;94
5343842;26;18;862;94
5349357;26;18;862;94
5354872;26;18;862;94
5360387;26;18;862;94
5365905;26;18;862;94
5371420;26;18;862;94
5376935;26;18;862;94
5382450;26;18;862;94
5387965;26;18;862;94
5393480;26;18;862;94
5398995;26;18;862;94
5404510;26;18;862;94
5410026;26;18;862;94
5415541;26;18;862;94
5421056;26;18;862;94
5426571;26;18;862;94
5432086;26;18;862;94
5437601;26;18;862;94
5443116;26;18;862;94
5448631;26;18;862;94
5454146;26;18;862;94
5459661;26;18;862;94
5465176;26;18;862;94
5470691;26;19;862;94
5476206;26;19;862;94
5481721;27;19;862;94
5487236;27;19;862;94
5492751;27;19;862;94
5498269;27;19;862;94
5503784;27;19;862;94
5509299;27;19;862;94
5514814;27;19;862;94
5520329;27;19;862;94
5525844;27;19;862;94
5531359;27;19;862;94
5536874;27;19;862;94
5542389;27;19;862;94
5547904;27;19;862;94
5553419;27;19;862;94
5558934;27;19;862;94
5564449;27;19;862;94
5569964;27;19;862;94
5575479;27;19;862;94
5580994;27;19;862;94
5586509;27;19;862;94
5592024;27;19;862;94
5597539;27;19;862;94
5603054;27;19;862;94
5608569;27;19;862;94
5614084;27;19;862;94
5619599;27;19;862;94
5625114;27;19;862;94
5630629;27;19;862;94
5636147;27;19;862;94
5641662;27;19;862;94
5647177;27;19;862;94
5652692;27;19;862;94
5658207;27;19;862;94
5663722;27;19;862;94
5669237;27;19;862;94
5674752;27;19;862;94
5680267;27;19;862;94
5685782;27;19;862;94
5691297;27;19;862;94
5696812;27;19;862;94
5702327;27;19;862;94
5707842;27;19;862;94
5713357;27;19;862;94
5718872;27;19;862;94
5724387;27;19;862;94
5729902;27;19;862;94
5735417;27;19;862;94
5740932;27;19;862;94
5746447;27;19;862;94
5751962;27;19;862;94
5757477;27;19;862;94
5762992;27;19;862;94
5768510;27;19;862;94
5774025;27;19;862;94
5779540;27;19;862;94
5785056;27;19;862;94
5790571;27;19;862;94
5796087;27;19;862;94
5801602;27;19;862;94
5807118;27;19;862;94
5812633;27;19;862;94
5818148;27;19;862;94
5823663;27;19;862;94
5829178;27;19;862;94
5834693;27;19;862;94
5840208;27;19;862;94
5845723;27;19;862;94
5851238;27;19;862;94
5856753;27;19;862;94
5862268;27;19;862;94
5867783;27;19;862;94
5873298;27;19;862;94
5878813;27;19;862;94
5884328;27;19;862;94
5889843;27;19;862;94
5895358;27;19;862;94
5900876;27;19;862;94
5906392;27;19;862;94
5911907;27;19;862;94
5917423;27;19;862;94
5922938;27;19;862;94
5928454;27;19;862;94
5933969;27;19;862;94
5939485;27;19;862;94
5945000;27;19;862;94
5950516;27;19;862;94
5956031;27;19;862;94
5961550;27;19;862;94
5967065;27;19;862;94
5972580;27;19;862;94
5978095;27;19;862;94
5983610;27;19;862;94
5989125;27;19;862;94
5994640;27;19;862;94
6000155;27;19;862;94
6005670;27;19;862;94
6011185;27;19;862;94
6016700;27;19;862;94
6022215;27;19;862;94
6027731;27;19;862;94
6033246;27;19;862;94
6038764;27;19;862;94
6044279;27;19;862;94
6049794;27;19;862;94
6055309;27;19;862;94
6060824;27;19;862;94
6066339;27;19;862;94
6071854;27;19;862;94
6077369;27;19;862;94
6082884;27;19;862;94
6088399;27;19;862;94
6093914;27;19;862;94
6099429;27;19;862;94
6104944;27;19;862;94
6110459;27;19;862;94
6115974;27;19;862;94
6121489;27;19;862;94
6127004;27;19;862;94
6132519;27;19;862;94
6138034;27;19;862;94
6143549;27;19;862;94
6149064;27;19;862;94
6154579;27;19;862;94
6160094;27;19;862;94
6165609;27;19;862;94
6171127;27;19;862;94
6176642;27;19;862;94
6182157;27;19;862;94
6187673;27;19;862;94
6193188;27;19;862;94
6198703;27;19;862;94
6204218;27;19;862;94
6209733;27;19;862;94
6215248;27;19;862;94
6220763;27;19;862;94
6226278;27;19;862;94
6231793;27;19;862;94
6237308;27;19;862;94
6242824;27;19;862;94
6248339;27;19;862;94
6253854;27;19;862;94
6259369;27;19;862;94
6264885;27;19;862;94
6270400;27;19;862;94
6275915;27;19;862;94
6281430;27;19;862;94
6286945;27;19;862;94
6292460;27;19;862;94
6297975;27;19;862;94
6303493;27;19;862;94
6309008;27;19;862;94
6314523;27;21;862;94
6320038;27;28;862;94
6325553;28;28;862;94
6331068;28;28;862;94
6336583;28;28;862;94
6342098;28;28;862;94
6347613;28;28;862;94
6353128;28;28;862;94
6358643;28;28;862;94
6364158;28;28;862;94
6369673;28;28;862;94
6375188;28;28;862;94
6380703;28;28;862;94
6386218;28;28;862;94
6391733;28;28;862;94
6397248;28;28;862;94
6402763;28;28;862;94
6408278;28;28;862;94
6413793;31;28;862;94
6419308;32;28;862;94
