Time in ms;Wheel1_cw_count;Wheel1_ccw_count;Wheel2_cw_count;Wheel2_ccw_count
2613220;18;15;135;303
2618232;19;15;135;303
2623249;19;15;135;303
2628260;19;15;135;303
2633270;19;15;135;303
2638283;19;15;135;303
2643294;19;15;135;303
2648307;19;15;135;303
2653310;19;15;135;303
2658324;19;15;135;303
2663337;19;15;135;303
2668346;19;15;135;303
2673361;19;15;135;303
2678376;19;15;135;303
2683379;19;15;135;303
2688381;19;15;135;303
2693402;19;15;137;304
2698410;19;15;138;304
2703426;19;15;140;304
2708433;19;15;140;306
2713447;19;15;141;308
2718462;19;15;141;313
Timeout
2730697;19;15;141;345
2735712;19;15;141;361
2740716;19;15;141;377
2745725;19;15;141;388
2750740;19;15;142;400
2755746;19;15;146;406
2760759;19;15;148;406
2765769;19;15;148;407
2770779;19;15;148;407
2775783;19;15;148;407
2780806;19;15;148;407
2785819;19;15;148;424
2790821;19;15;148;440
2795832;19;15;151;444
2800850;19;15;152;449
2805864;19;15;152;466
2810872;19;15;156;466
2815886;19;15;156;466
2820901;19;15;156;466
2825925;19;15;156;466
2830945;19;15;156;483
2835962;19;15;156;501
2840970;19;15;157;513
2845983;19;15;158;513
2850991;19;15;158;524
2856006;19;15;168;524
2861018;19;15;172;524
2866026;19;15;173;524
2871040;19;15;173;524
2876052;19;15;173;524
2881063;19;15;173;524
2886078;19;15;173;524
2891089;19;15;173;524
2896103;19;15;173;524
2901119;19;15;173;524
2906133;19;15;173;524
2911143;19;15;173;524
2916147;19;15;173;524
2921156;19;15;173;524
2926171;19;15;173;524
2931188;19;15;173;524
2936202;19;15;173;524
2941224;19;15;173;524
2946236;19;15;173;524
2951253;19;15;173;528
2956270;19;15;173;548
2961288;19;15;173;560
2966306;19;15;173;560
2971321;19;15;173;573
2976330;19;15;173;573
2981343;19;15;173;583
2986360;19;15;175;583
2991374;20;15;175;583
2996382;20;16;175;583
3001393;20;16;175;583
3006399;20;16;175;583
3011407;20;16;175;583
3016432;20;16;175;583
3021440;20;16;175;583
3026451;20;16;175;583
3031459;20;17;175;583
3036470;20;21;175;583
3041474;21;21;175;583
3046477;21;21;175;583
3051483;21;21;175;583
3056491;21;21;175;583
3061498;21;21;175;583
3066507;21;21;175;583
3071527;21;21;175;583
3076546;21;21;175;583
3081563;21;21;175;583
3086579;21;21;175;583
3091602;21;21;175;583
3096613;21;21;175;583
3101617;21;21;175;583
3106626;21;21;175;583
3111630;21;21;175;583
3116644;21;21;175;583
3121655;21;21;175;583
3126676;21;21;175;583
3131680;21;21;175;583
3136696;21;21;175;583
3141713;21;21;175;583
3146732;21;21;175;583
3151747;21;21;175;583
3156763;21;21;175;583
3161773;21;21;175;583
3166789;21;21;175;583
3171801;21;21;175;583
3176817;21;21;175;583
3181833;21;21;175;583
3186841;21;21;175;583
3191851;21;21;175;583
3196856;21;21;175;583
3201861;21;21;175;583
3206867;21;21;175;583
Timeout
3219042;21;21;175;583
3224057;21;21;175;583
3229076;21;21;175;583
3234098;21;21;175;583
3239107;21;21;175;583
3244111;21;21;175;583
3249126;21;21;175;583
3254147;21;21;175;583
3259163;21;21;175;583
3264185;21;21;175;583
3269205;21;21;175;583
3274217;21;21;175;583
3279222;21;21;175;583
3284244;21;21;175;583
3289267;21;21;175;583
3294279;21;21;175;583
3299296;21;21;175;583
3304304;21;21;175;583
3309306;21;21;175;583
3314320;21;21;175;583
3319336;21;21;175;583
3324349;21;21;175;583
3329354;21;21;175;583
3334378;21;21;175;583
3339383;21;21;175;583
3344389;21;21;175;583
3349396;21;21;175;583
3354411;21;21;175;583
3359415;21;21;175;583
3364418;21;21;175;583
3369425;21;21;175;583
3374444;21;21;175;583
3379452;21;21;175;583
3384461;21;21;175;583
3389476;21;21;175;583
3394480;21;21;175;583
3399496;21;21;175;583
3404501;21;21;175;583
3409513;21;21;175;583
3414525;21;21;175;583
3419539;21;21;175;583
3424559;21;21;175;583
3429566;21;21;175;583
3434583;21;21;175;583
3439604;21;21;175;583
3444617;21;21;175;583
3449619;21;21;175;583
3454635;21;21;175;583
3459651;21;21;175;583
3464661;21;21;175;583
3469679;21;21;175;583
3474683;21;21;175;583
3479685;21;21;175;583
3484696;21;21;175;583
3489706;21;21;175;583
3494721;21;21;175;583
3499726;21;21;175;583
3504734;21;21;175;583
3509739;21;21;175;583
3514744;21;21;175;583
3519756;21;21;175;583
3524766;21;21;175;583
3529782;21;21;175;583
3534790;21;21;175;583
3539803;21;21;175;583
3544818;21;21;175;583
3549831;21;21;175;583
3554847;21;21;175;583
3559857;21;21;175;583
3564872;21;21;175;583
3569875;21;21;175;583
3574891;21;21;175;583
3579898;21;21;175;583
3584915;21;21;175;583
3589922;21;21;175;583
3594928;21;21;175;583
3599937;21;21;175;583
3604941;21;21;175;583
3609952;21;21;175;583
3614961;21;21;175;583
3619966;21;21;175;583
3624982;21;21;175;583
3629997;21;21;175;583
3635000;21;21;175;583
3640017;21;21;175;583
3645032;21;21;175;583
3650041;21;21;175;583
3655044;21;21;175;583
3660061;21;21;175;583
3665064;21;21;175;583
3670081;21;21;175;583
3675090;21;21;175;583
3680106;21;21;175;583
3685118;21;21;175;583
3690125;21;21;175;583
3695150;21;21;175;583
3700165;21;21;175;583
3705185;21;21;175;583
3710192;21;21;175;583
3715203;21;21;175;583
3720214;21;21;175;583
3725227;21;21;175;583
3730241;21;21;175;583
3735253;21;21;175;583
3740261;21;21;175;583
3745275;21;21;175;583
3750297;21;21;175;583
3755299;21;21;175;583
3760308;21;21;175;583
3765312;21;21;175;583
3770316;21;21;175;583
3775322;21;21;175;583
3780336;21;21;175;583
3785348;21;21;175;583
3790362;21;21;175;583
3795373;21;21;175;583
3800386;21;21;175;583
3805405;21;21;175;583
3810418;21;21;175;583
3815441;21;21;175;583
3820454;21;21;175;583
3825458;21;21;175;583
3830463;21;21;175;583
3835467;21;21;175;583
3840471;21;21;175;583
3845477;21;21;175;583
3850495;21;21;175;583
3855513;21;21;175;583
3860522;21;21;175;583
3865532;21;21;175;583
3870537;21;21;175;583
3875552;21;21;175;583
3880557;21;21;175;583
3885565;21;21;175;583
3890572;21;21;175;583
3895592;21;21;175;583
3900605;21;21;175;583
3905621;21;21;175;583
3910630;21;21;175;583
3915647;21;21;175;583
3920657;21;21;175;583
3925672;21;21;175;583
3930679;21;21;175;583
3935693;21;21;175;583
3940717;21;21;175;583
3945722;21;21;175;583
3950727;21;21;175;583
3955741;21;21;175;583
3960752;21;21;175;583
3965759;21;21;175;583
3970767;21;21;175;583
3975768;21;21;175;583
3980784;21;21;175;583
3985787;21;21;175;583
3990798;21;21;175;583
3995814;21;21;175;583
4000819;21;21;175;583
4005841;21;21;175;583
4010852;21;21;175;583
4015866;21;22;175;583
4020870;22;22;175;583
4025882;22;22;175;583
4030898;22;22;175;583
4035915;22;22;175;583
4040920;22;22;175;583
4045932;22;22;175;583
4050950;22;22;175;583
4055960;22;22;175;583
4060978;22;22;175;583
4065988;22;22;175;583
4071011;22;22;175;583
4076022;22;22;175;583
4081031;22;22;175;583
4086040;22;22;175;583
4091047;22;22;175;583
4096056;22;22;175;583
4101063;22;22;175;583
4106071;22;22;175;583
4111073;22;22;175;583
4116082;22;22;175;583
4121088;22;22;175;583
4126092;22;22;175;583
4131102;22;22;175;583
4136113;22;22;175;583
4141128;22;22;175;583
4146130;22;22;175;583
4151140;22;22;175;583
4156157;22;22;175;583
4161173;22;22;175;583
4166186;22;22;175;583
4171201;22;22;175;583
4176206;22;22;175;583
4181212;22;22;175;583
4186216;22;22;175;583
4191233;22;22;175;583
4196235;22;22;175;583
4201240;22;22;175;583
4206243;22;22;175;583
4211256;22;22;175;583
4216269;22;22;175;583
4221284;22;22;175;583
4226301;22;22;175;583
4231303;22;22;175;583
4236306;23;22;175;583
4241309;23;23;175;583
4246318;23;23;175;583
4251325;23;23;175;583
4256335;23;23;175;583
4261352;23;23;175;583
4266359;23;23;175;583
4271363;23;23;175;583
4276367;23;23;175;583
4281379;23;23;175;583
4286385;23;23;175;583
4291394;23;23;175;583
4296412;23;23;175;583
4301424;23;23;175;583
4306429;23;23;175;583
4311443;23;23;175;583
4316458;23;23;175;583
4321463;23;23;175;583
4326480;23;23;175;583
4331494;23;23;175;583
4336498;23;23;175;583
4341515;23;23;175;583
4346531;23;23;175;583
4351550;23;23;175;583
4356564;23;23;175;583
4361575;23;23;175;583
4366596;23;23;175;583
4371604;23;23;175;583
4376611;23;23;175;583
4381617;23;23;175;583
4386633;23;23;175;583
4391645;23;23;175;583
4396657;23;23;175;583
4401667;23;23;175;583
4406680;23;23;175;583
4411683;23;23;175;583
4416696;23;23;175;583
4421704;23;23;175;583
4426708;23;23;175;583
4431725;23;23;175;583
4436729;23;23;175;583
4441741;23;23;175;583
4446745;23;23;175;583
4451755;23;23;175;583
4456769;23;23;175;583
4461786;23;23;175;583
4466806;23;23;175;583
4471815;23;23;175;583
4476828;23;23;175;583
4481836;23;23;175;583
4486844;23;23;175;583
4491852;23;23;175;583
4496854;23;23;175;583
4501865;23;23;175;583
4506872;23;23;175;583
4511874;23;23;175;583
4516891;23;23;175;583
4521894;23;23;175;583
4526899;23;23;175;583
4531914;23;23;175;583
4536918;23;23;175;583
4541929;23;23;175;583
4546943;23;23;175;583
4551947;23;23;175;583
4556955;23;23;175;583
4561961;23;23;175;583
4566977;23;23;175;583
4571985;23;23;175;583
4576997;23;23;175;583
4582010;23;23;175;583
4587027;23;23;175;583
4592030;23;23;175;583
4597046;23;23;175;583
4602060;23;23;175;583
4607070;23;23;175;583
4612086;23;23;175;583
4617089;23;23;175;583
4622100;23;23;175;583
4627117;23;23;175;583
4632129;23;23;175;583
